trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.2, 'e': 0.6921171816887304}",25,0,-157.3447415051655,"{0: 17, 1: 3, 2: 0, 3: 2, 4: 3}",0
185,False,"{'a': 0.2, 'e': 0.6907343306373547}",20,7,-73.3032005007725,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 1}",1
186,False,"{'a': 0.2, 'e': 0.6893542425242224}",25,0,-183.87659585900397,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 4}",0
187,False,"{'a': 0.2, 'e': 0.6879769118289795}",30,0,-104.2838956602166,"{0: 21, 1: 1, 2: 5, 3: 2, 4: 1}",0
188,False,"{'a': 0.2, 'e': 0.686602333042301}",20,11,-8.631203614098713,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
189,False,"{'a': 0.2, 'e': 0.6852305006658703}",20,6,0.6752540072586357,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.2, 'e': 0.6838614092123558}",20,0,-106.1673643619085,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
191,False,"{'a': 0.2, 'e': 0.6824950532053901}",25,7,-31.400170986587188,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
192,False,"{'a': 0.2, 'e': 0.6811314271795471}",30,5,-152.26091779683168,"{0: 16, 1: 1, 2: 3, 3: 3, 4: 2}",1
193,False,"{'a': 0.2, 'e': 0.679770525680321}",30,0,-29.10955231342154,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
194,False,"{'a': 0.2, 'e': 0.678412343264104}",25,4,-53.247237545617125,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 1}",1
195,False,"{'a': 0.2, 'e': 0.6770568744981647}",25,0,-76.93486534872075,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
196,False,"{'a': 0.2, 'e': 0.675704113960626}",25,0,-201.181947485467,"{0: 15, 1: 0, 2: 4, 3: 3, 4: 3}",0
197,False,"{'a': 0.2, 'e': 0.6743540562404442}",30,9,-117.86422750973688,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 3}",1
198,False,"{'a': 0.2, 'e': 0.6730066959373864}",25,0,-81.83212261944888,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
199,False,"{'a': 0.2, 'e': 0.6716620276620098}",20,0,-80.8606162702236,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
200,False,"{'a': 0.2, 'e': 0.6703200460356393}",25,6,-21.902190198909178,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
201,False,"{'a': 0.2, 'e': 0.6689807456903467}",35,20,-51.062712835619266,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
202,False,"{'a': 0.2, 'e': 0.6676441212689289}",25,0,-74.89214886337285,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
203,False,"{'a': 0.2, 'e': 0.6663101674248864}",25,2,-56.66795621836921,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 1}",1
204,False,"{'a': 0.2, 'e': 0.6649788788224019}",25,3,-105.46200000560157,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 3}",1
205,False,"{'a': 0.2, 'e': 0.6636502501363194}",20,1,-39.98851956451352,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
206,False,"{'a': 0.2, 'e': 0.6623242760521222}",25,0,-112.08347121658845,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 3}",0
207,False,"{'a': 0.2, 'e': 0.6610009512659124}",35,0,-170.30453208394698,"{0: 25, 1: 0, 2: 6, 3: 1, 4: 3}",0
208,False,"{'a': 0.2, 'e': 0.659680270484389}",20,0,-18.025793039063842,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
209,False,"{'a': 0.2, 'e': 0.6583622284248272}",25,7,-88.08349776694044,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 2}",1
210,False,"{'a': 0.2, 'e': 0.6570468198150567}",20,0,-60.70698218742166,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
211,False,"{'a': 0.2, 'e': 0.6557340393934418}",20,10,-46.208510743254095,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
212,False,"{'a': 0.2, 'e': 0.6544238819088586}",30,0,-187.65270839684385,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 3}",0
213,False,"{'a': 0.2, 'e': 0.6531163421206756}",20,3,-33.25699257642457,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 0}",1
214,False,"{'a': 0.2, 'e': 0.651811414798732}",20,0,-15.200892668749974,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
215,False,"{'a': 0.2, 'e': 0.6505090947233165}",25,11,-59.60491771040178,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
216,False,"{'a': 0.2, 'e': 0.6492093766851474}",20,11,18.216173148224186,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.2, 'e': 0.6479122554853506}",25,0,-68.48046356858342,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
218,False,"{'a': 0.2, 'e': 0.6466177259354396}",25,0,-88.89800148510764,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
219,False,"{'a': 0.2, 'e': 0.6453257828572946}",35,0,-120.7933427150827,"{0: 26, 1: 0, 2: 4, 3: 4, 4: 1}",0
220,False,"{'a': 0.2, 'e': 0.6440364210831414}",20,0,-39.62298820190364,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
221,False,"{'a': 0.2, 'e': 0.6427496354555312}",20,10,14.499702485869028,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.2, 'e': 0.6414654208273198}",20,0,-113.27911721061908,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
223,False,"{'a': 0.2, 'e': 0.6401837720616471}",25,0,-50.92117913156663,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
224,False,"{'a': 0.2, 'e': 0.6389046840319162}",20,0,-102.56467192978586,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
225,False,"{'a': 0.2, 'e': 0.6376281516217733}",25,0,-50.66625476187004,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
226,False,"{'a': 0.2, 'e': 0.6363541697250871}",20,0,-49.51036777865152,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
227,False,"{'a': 0.2, 'e': 0.6350827332459281}",25,0,-91.36305149933563,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
228,False,"{'a': 0.2, 'e': 0.633813837098549}",20,0,-102.53225004549599,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
229,False,"{'a': 0.2, 'e': 0.6325474762073634}",25,8,14.797786874817401,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.2, 'e': 0.631283645506926}",20,0,-66.32038103815893,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
231,False,"{'a': 0.2, 'e': 0.6300223399419123}",25,0,-72.9961241995622,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
232,False,"{'a': 0.2, 'e': 0.6287635544670984}",25,0,-71.09707606542598,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
233,False,"{'a': 0.2, 'e': 0.6275072840473407}",20,3,-50.53022738676515,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 0}",1
234,False,"{'a': 0.2, 'e': 0.6262535236575559}",25,18,-7.643352256471673,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.2, 'e': 0.6250022682827008}",30,0,-201.73787768528814,"{0: 20, 1: 1, 2: 4, 3: 1, 4: 4}",1
236,False,"{'a': 0.2, 'e': 0.623753512917752}",20,0,-107.830952838451,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
237,False,"{'a': 0.2, 'e': 0.6225072525676867}",20,5,13.485973338844222,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.2, 'e': 0.6212634822474616}",20,0,-28.68448145581241,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
239,False,"{'a': 0.2, 'e': 0.6200221969819939}",20,0,-110.03448227731589,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
240,False,"{'a': 0.2, 'e': 0.6187833918061408}",20,8,13.015206011725057,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.2, 'e': 0.61754706176468}",30,0,-200.62745987264577,"{0: 14, 1: 3, 2: 10, 3: 1, 4: 2}",0
242,False,"{'a': 0.2, 'e': 0.6163132019122897}",25,0,-63.30741073822587,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
243,False,"{'a': 0.2, 'e': 0.6150818073135287}",25,0,-65.58770205044398,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
244,False,"{'a': 0.2, 'e': 0.6138528730428171}",20,0,-57.87189826365675,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
245,False,"{'a': 0.2, 'e': 0.6126263941844161}",20,9,1.560256834822564,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.2, 'e': 0.6114023658324087}",25,11,1.5510110767003065,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
247,False,"{'a': 0.2, 'e': 0.6101807830906798}",30,0,-37.13053340026822,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
248,False,"{'a': 0.2, 'e': 0.6089616410728969}",25,11,-141.07472676745235,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 3}",1
249,False,"{'a': 0.2, 'e': 0.6077449349024902}",20,9,-1.351174371273308,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
250,False,"{'a': 0.2, 'e': 0.6065306597126334}",20,0,-66.01732435867216,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
251,False,"{'a': 0.2, 'e': 0.6053188106462243}",25,0,-46.314763268404946,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
252,False,"{'a': 0.2, 'e': 0.6041093828558647}",25,1,-96.7855588185133,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 1}",1
253,False,"{'a': 0.2, 'e': 0.6029023715038421}",20,8,-28.23658432746014,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
254,False,"{'a': 0.2, 'e': 0.6016977717621094}",25,0,-51.93091595973993,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
255,False,"{'a': 0.2, 'e': 0.6004955788122659}",20,0,-108.89503040216958,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
256,False,"{'a': 0.2, 'e': 0.5992957878455384}",20,3,3.5477019191767596,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
257,False,"{'a': 0.2, 'e': 0.5980983940627613}",25,0,-43.9307012480496,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
258,False,"{'a': 0.2, 'e': 0.596903392674358}",20,0,-52.81649072975801,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
259,False,"{'a': 0.2, 'e': 0.5957107789003212}",25,2,-51.62529738266527,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 0}",1
260,False,"{'a': 0.2, 'e': 0.5945205479701944}",25,19,6.948944987264429,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.2, 'e': 0.593332695123052}",20,0,-61.24393594071642,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
262,False,"{'a': 0.2, 'e': 0.5921472156074813}",25,20,8.693828047356824,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.2, 'e': 0.5909641046815626}",30,0,-86.11030139294317,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
264,False,"{'a': 0.2, 'e': 0.5897833576128504}",20,12,-49.09897644434026,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
265,False,"{'a': 0.2, 'e': 0.5886049696783552}",25,0,-183.2620018997326,"{0: 15, 1: 4, 2: 2, 3: 0, 4: 4}",0
266,False,"{'a': 0.2, 'e': 0.5874289361645234}",25,0,-171.31059525553155,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 4}",0
267,False,"{'a': 0.2, 'e': 0.5862552523672196}",25,11,-182.75063036566203,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 5}",1
268,False,"{'a': 0.2, 'e': 0.5850839135917069}",25,0,-128.47657297576836,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
269,False,"{'a': 0.2, 'e': 0.5839149151526287}",20,0,-105.78357993840788,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
270,False,"{'a': 0.2, 'e': 0.5827482523739896}",20,0,-28.646442912305588,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
271,False,"{'a': 0.2, 'e': 0.5815839205891371}",20,0,-77.99152845669906,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
272,False,"{'a': 0.2, 'e': 0.5804219151407424}",20,13,10.844677894336005,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.2, 'e': 0.579262231380782}",30,1,-114.46948807804492,"{0: 21, 1: 3, 2: 1, 3: 2, 4: 2}",1
274,False,"{'a': 0.2, 'e': 0.5781048646705196}",25,0,-37.34152179608727,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
275,False,"{'a': 0.2, 'e': 0.5769498103804866}",20,0,-22.377394153164435,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
276,False,"{'a': 0.2, 'e': 0.5757970638904645}",20,0,-41.26208480167571,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
277,False,"{'a': 0.2, 'e': 0.5746466205894657}",30,0,13.547745050213372,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
278,False,"{'a': 0.2, 'e': 0.5734984758757153}",20,0,-53.11007241920426,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
279,False,"{'a': 0.2, 'e': 0.5723526251566332}",20,13,6.372000847518011,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.2, 'e': 0.5712090638488149}",20,0,-71.93285624208934,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
281,False,"{'a': 0.2, 'e': 0.5700677873780134}",25,11,1.3600993381585647,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
282,False,"{'a': 0.2, 'e': 0.5689287911791218}",25,11,-25.850092680375575,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
283,False,"{'a': 0.2, 'e': 0.5677920706961532}",20,6,-37.82349740628524,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
284,False,"{'a': 0.2, 'e': 0.5666576213822246}",25,0,-53.9044444478314,"{0: 19, 1: 0, 2: 4, 3: 2, 4: 0}",0
285,False,"{'a': 0.2, 'e': 0.5655254386995371}",25,0,-91.70730535126296,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
286,False,"{'a': 0.2, 'e': 0.5643955181193583}",20,0,-19.580200054161942,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
287,False,"{'a': 0.2, 'e': 0.5632678551220046}",20,0,17.250616553650698,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
288,False,"{'a': 0.2, 'e': 0.5621424451968224}",20,0,-42.077245651626484,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
289,False,"{'a': 0.2, 'e': 0.5610192838421706}",20,0,-63.39451747048078,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
290,False,"{'a': 0.2, 'e': 0.559898366565402}",25,20,9.12814069410831,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.2, 'e': 0.5587796888828463}",25,10,2.401113636712323,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
292,False,"{'a': 0.2, 'e': 0.5576632463197913}",20,0,-5.5638651180022265,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
293,False,"{'a': 0.2, 'e': 0.5565490344104649}",25,0,-55.972510207045474,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
294,False,"{'a': 0.2, 'e': 0.5554370486980182}",25,0,-57.43541896571596,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",0
295,False,"{'a': 0.2, 'e': 0.5543272847345071}",20,7,-14.467392933876562,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
296,False,"{'a': 0.2, 'e': 0.5532197380808739}",20,0,-65.87888736646859,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
297,False,"{'a': 0.2, 'e': 0.5521144043069306}",25,3,-36.47020963326723,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 0}",1
298,False,"{'a': 0.2, 'e': 0.5510112789913407}",20,4,-60.38212045591436,"{0: 9, 1: 1, 2: 5, 3: 1, 4: 0}",1
299,False,"{'a': 0.2, 'e': 0.5499103577216016}",25,10,-56.51865415749314,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
300,False,"{'a': 0.2, 'e': 0.5488116360940264}",20,0,-38.99761885103821,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
301,False,"{'a': 0.2, 'e': 0.5477151097137275}",20,13,13.32061737576431,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.2, 'e': 0.5466207741945976}",35,0,-51.583566804317456,"{0: 29, 1: 1, 2: 4, 3: 0, 4: 1}",0
303,False,"{'a': 0.2, 'e': 0.5455286251592933}",25,0,3.5927477562787056,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
304,False,"{'a': 0.2, 'e': 0.5444386582392171}",25,13,-43.60144891167932,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
305,False,"{'a': 0.2, 'e': 0.5433508690744998}",20,0,-56.95274871873296,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
306,False,"{'a': 0.2, 'e': 0.5422652533139832}",20,5,-80.5844654972728,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
307,False,"{'a': 0.2, 'e': 0.5411818066152029}",25,5,-24.22032265677204,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
308,False,"{'a': 0.2, 'e': 0.5401005246443706}",20,13,13.612097327750009,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.2, 'e': 0.539021403076357}",25,0,-93.07141222036172,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
310,False,"{'a': 0.2, 'e': 0.5379444375946745}",25,3,-2.7872705036987995,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
311,False,"{'a': 0.2, 'e': 0.5368696238914595}",25,7,18.49512273149481,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.2, 'e': 0.535796957667456}",25,0,-100.03652817566906,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
313,False,"{'a': 0.2, 'e': 0.5347264346319975}",30,0,-76.11466402107314,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",0
314,False,"{'a': 0.2, 'e': 0.5336580505029906}",20,0,-40.85348937381842,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
315,False,"{'a': 0.2, 'e': 0.5325918010068972}",25,0,-128.5654309521135,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
316,False,"{'a': 0.2, 'e': 0.5315276818787179}",20,0,-16.54301959623782,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
317,False,"{'a': 0.2, 'e': 0.5304656888619749}",20,16,6.94952780101148,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.2, 'e': 0.5294058177086945}",20,0,-59.02798619490101,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
319,False,"{'a': 0.2, 'e': 0.528348064179391}",25,11,-17.960660812771405,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
320,False,"{'a': 0.2, 'e': 0.5272924240430485}",25,10,-156.03471420002174,"{0: 7, 1: 0, 2: 5, 3: 0, 4: 3}",1
321,False,"{'a': 0.2, 'e': 0.5262388930771054}",30,0,32.53215578694373,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
322,False,"{'a': 0.2, 'e': 0.5251874670674361}",25,0,-38.91127310522565,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",1
323,False,"{'a': 0.2, 'e': 0.5241381418083354}",20,13,-37.45528626925236,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
324,False,"{'a': 0.2, 'e': 0.5230909131025008}",25,0,-98.61723413283464,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
325,False,"{'a': 0.2, 'e': 0.522045776761016}",20,14,12.599659363951522,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.2, 'e': 0.5210027286033344}",20,16,6.178853589940019,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.2, 'e': 0.5199617644572618}",25,0,-106.84630647240085,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
328,False,"{'a': 0.2, 'e': 0.5189228801589404}",20,0,-14.3630399659284,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
329,False,"{'a': 0.2, 'e': 0.5178860715528314}",30,9,-110.68764776382882,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 2}",1
330,False,"{'a': 0.2, 'e': 0.5168513344916992}",25,4,-30.772155951976885,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 0}",1
331,False,"{'a': 0.2, 'e': 0.5158186648365941}",35,13,-43.960343468909656,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 1}",1
332,False,"{'a': 0.2, 'e': 0.5147880584568362}",30,2,-61.03478966402673,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 1}",1
333,False,"{'a': 0.2, 'e': 0.5137595112299983}",25,10,-35.906361499509536,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 0}",1
334,False,"{'a': 0.2, 'e': 0.5127330190418905}",35,12,11.336444195141503,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
335,False,"{'a': 0.2, 'e': 0.5117085777865424}",25,10,-29.050740130611956,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
336,False,"{'a': 0.2, 'e': 0.5106861833661879}",35,8,-182.2500062883766,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 3}",1
337,False,"{'a': 0.2, 'e': 0.5096658316912476}",20,10,-36.65251633737798,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 1}",1
338,False,"{'a': 0.2, 'e': 0.5086475186803137}",20,0,-151.10424469096918,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
339,False,"{'a': 0.2, 'e': 0.5076312402601327}",30,0,-58.598669892525294,"{0: 24, 1: 3, 2: 1, 3: 1, 4: 1}",0
340,False,"{'a': 0.2, 'e': 0.5066169923655895}",20,3,-70.43058289599087,"{0: 13, 1: 0, 2: 1, 3: 2, 4: 1}",1
341,False,"{'a': 0.2, 'e': 0.5056047709396915}",20,11,-0.27747531447738805,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.2, 'e': 0.5045945719335512}",25,0,-65.79978084832048,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
343,False,"{'a': 0.2, 'e': 0.5035863913063714}",20,7,-25.088353143143557,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
344,False,"{'a': 0.2, 'e': 0.5025802250254283}",25,0,-129.22421742755498,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
345,False,"{'a': 0.2, 'e': 0.5015760690660555}",25,11,-13.05959370366621,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
346,False,"{'a': 0.2, 'e': 0.5005739194116277}",20,0,-65.61142334891007,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
347,False,"{'a': 0.2, 'e': 0.4995737720535449}",25,14,19.372788072048582,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.2, 'e': 0.4985756229912165}",30,8,-45.306327985367425,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 1}",1
349,False,"{'a': 0.2, 'e': 0.4975794682320448}",35,0,-34.77960712054069,"{0: 31, 1: 0, 2: 3, 3: 0, 4: 1}",0
350,False,"{'a': 0.2, 'e': 0.49658530379140947}",30,1,-59.71581780182309,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 1}",1
351,False,"{'a': 0.2, 'e': 0.4955931256926514}",20,0,-80.19818039372231,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
352,False,"{'a': 0.2, 'e': 0.494602929967057}",25,0,-9.290080859834537,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
353,False,"{'a': 0.2, 'e': 0.4936147126538418}",30,0,-74.38048476343447,"{0: 24, 1: 1, 2: 2, 3: 2, 4: 1}",0
354,False,"{'a': 0.2, 'e': 0.49262846980013547}",20,0,-89.39082168144765,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
355,False,"{'a': 0.2, 'e': 0.4916441974609651}",25,0,-87.70567597303824,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
356,False,"{'a': 0.2, 'e': 0.4906618916992401}",25,15,16.12039081746908,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.2, 'e': 0.4896815485857362}",25,2,-117.30933768749512,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 2}",1
358,False,"{'a': 0.2, 'e': 0.4887031641990795}",20,3,-39.49841978157191,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
359,False,"{'a': 0.2, 'e': 0.4877267346257312}",20,7,-8.346601474906848,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
360,False,"{'a': 0.2, 'e': 0.4867522559599717}",20,0,-68.09123771842995,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
361,False,"{'a': 0.2, 'e': 0.485779724303885}",30,2,-30.374103758255504,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 1}",1
362,False,"{'a': 0.2, 'e': 0.48480913576734325}",20,5,-0.8745716908908991,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
363,False,"{'a': 0.2, 'e': 0.483840486467991}",30,16,1.6956659933046074,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
364,False,"{'a': 0.2, 'e': 0.48287377253122976}",30,3,-127.45354764783299,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 3}",1
365,False,"{'a': 0.2, 'e': 0.48190899009020244}",20,10,14.327698823460809,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.2, 'e': 0.480946135285778}",20,9,16.379434108602677,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.2, 'e': 0.479985204266536}",25,0,-43.73958825178288,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
