trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.2, 'e': 0.4790261931887511}",20,13,-11.429303668302628,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
369,False,"{'a': 0.2, 'e': 0.4780690982163776}",20,12,11.334855593151726,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.2, 'e': 0.4771139155210344}",25,0,12.703260242363159,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
371,False,"{'a': 0.2, 'e': 0.4761606412819894}",25,6,-114.80532314784499,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 3}",1
372,False,"{'a': 0.2, 'e': 0.47520927168614446}",20,0,-43.806901342312656,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
373,False,"{'a': 0.2, 'e': 0.4742598029280199}",20,1,-66.3943409185279,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 1}",1
374,False,"{'a': 0.2, 'e': 0.4733122312097393}",35,0,-61.73509231234614,"{0: 29, 1: 2, 2: 1, 3: 2, 4: 1}",0
375,False,"{'a': 0.2, 'e': 0.4723665527410147}",20,5,-23.687264286659655,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
376,False,"{'a': 0.2, 'e': 0.4714227637391309}",25,0,-45.675712647416994,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",1
377,False,"{'a': 0.2, 'e': 0.47048086042893056}",25,12,-41.17411216437157,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
378,False,"{'a': 0.2, 'e': 0.46954083904279925}",20,15,-1.7590113384335357,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.2, 'e': 0.46860269582065023}",20,0,0.7988118680413727,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
380,False,"{'a': 0.2, 'e': 0.46766642700990924}",20,0,-45.17866496435059,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
381,False,"{'a': 0.2, 'e': 0.46673202886549986}",20,0,-46.77954624894987,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
382,False,"{'a': 0.2, 'e': 0.46579949764982825}",20,13,-2.2620077111423056,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.2, 'e': 0.46486882963276827}",35,6,-70.86244773207365,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 2}",1
384,False,"{'a': 0.2, 'e': 0.4639400210916467}",20,0,-76.40741092597666,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
385,False,"{'a': 0.2, 'e': 0.46301306831122807}",20,2,-11.096922713678314,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
386,False,"{'a': 0.2, 'e': 0.4620879675837}",20,0,-51.81716275991332,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
387,False,"{'a': 0.2, 'e': 0.4611647152086584}",25,12,-32.32210272500829,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
388,False,"{'a': 0.2, 'e': 0.46024330749309256}",25,7,-27.592707172690268,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
389,False,"{'a': 0.2, 'e': 0.45932374075137034}",20,0,-83.95321030555478,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
390,False,"{'a': 0.2, 'e': 0.4584060113052235}",25,2,-68.63173037749668,"{0: 18, 1: 0, 2: 2, 3: 2, 4: 1}",1
391,False,"{'a': 0.2, 'e': 0.45749011548373314}",20,13,-29.56706843769874,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
392,False,"{'a': 0.2, 'e': 0.4565760496233147}",20,6,-33.39064083218453,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
393,False,"{'a': 0.2, 'e': 0.4556638100677035}",20,12,13.840757649595574,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.2, 'e': 0.45475339316794017}",20,0,-64.30462173798396,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
395,False,"{'a': 0.2, 'e': 0.45384479528235583}",20,0,-54.74732331082353,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
396,False,"{'a': 0.2, 'e': 0.4529380127765577}",25,2,-78.16968952667229,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 1}",1
397,False,"{'a': 0.2, 'e': 0.45203304202341466}",20,3,-25.14823118658582,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
398,False,"{'a': 0.2, 'e': 0.45112987940304233}",35,0,10.947041821133533,"{0: 31, 1: 3, 2: 0, 3: 1, 4: 0}",0
399,False,"{'a': 0.2, 'e': 0.45022852130278923}",20,3,-87.91758413028577,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 2}",1
400,False,"{'a': 0.2, 'e': 0.44932896411722156}",20,12,15.216405811898579,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.2, 'e': 0.4484312042481095}",25,10,-85.00102717238627,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 2}",1
402,False,"{'a': 0.2, 'e': 0.44753523810441237}",20,6,-40.108029253887764,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
403,False,"{'a': 0.2, 'e': 0.44664106210226434}",25,0,-72.04098269631697,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
404,False,"{'a': 0.2, 'e': 0.4457486726649602}",20,7,-10.894693023218391,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
405,False,"{'a': 0.2, 'e': 0.4448580662229411}",20,0,-65.4994782462085,"{0: 13, 1: 5, 2: 0, 3: 1, 4: 1}",0
406,False,"{'a': 0.2, 'e': 0.44396923921378006}",25,3,-125.79518574399329,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 3}",1
407,False,"{'a': 0.2, 'e': 0.44308218808216776}",30,8,-32.645075694671355,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 1}",1
408,False,"{'a': 0.2, 'e': 0.44219690927989863}",20,0,-78.69016125271276,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
409,False,"{'a': 0.2, 'e': 0.44131339926585617}",20,0,9.184711051475503,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
410,False,"{'a': 0.2, 'e': 0.44043165450599925}",20,0,-77.8352737095928,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
411,False,"{'a': 0.2, 'e': 0.43955167147334756}",30,13,4.677528844221387,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
412,False,"{'a': 0.2, 'e': 0.4386734466479678}",20,9,-21.115341969514432,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
413,False,"{'a': 0.2, 'e': 0.4377969765169596}",20,4,-20.058351025343836,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
414,False,"{'a': 0.2, 'e': 0.43692225757444114}",20,11,-34.63668276168262,"{0: 6, 1: 1, 2: 0, 3: 2, 4: 0}",1
415,False,"{'a': 0.2, 'e': 0.43604928632153556}",20,5,2.9340843025823022,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
416,False,"{'a': 0.2, 'e': 0.43517805926635666}",35,15,-5.6276615089350965,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
417,False,"{'a': 0.2, 'e': 0.4343085729239951}",20,0,-25.045457977693555,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
418,False,"{'a': 0.2, 'e': 0.4334408238165043}",25,15,-12.736379491060386,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
419,False,"{'a': 0.2, 'e': 0.43257480847288665}",30,15,1.7594399150738396,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
420,False,"{'a': 0.2, 'e': 0.43171052342907973}",25,13,-62.42080053394376,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 1}",1
421,False,"{'a': 0.2, 'e': 0.43084796522794205}",20,0,-9.614679104325392,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
422,False,"{'a': 0.2, 'e': 0.4299871304192398}",20,1,6.833446545859614,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
423,False,"{'a': 0.2, 'e': 0.42912801555963254}",20,0,-67.61701575181944,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
424,False,"{'a': 0.2, 'e': 0.4282706172126597}",35,12,-32.54288980572329,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 1}",1
425,False,"{'a': 0.2, 'e': 0.4274149319487267}",25,0,14.102980859837444,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
426,False,"{'a': 0.2, 'e': 0.4265609563450914}",20,0,-41.558286604526074,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
427,False,"{'a': 0.2, 'e': 0.4257086869858502}",20,2,4.299412942238012,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
428,False,"{'a': 0.2, 'e': 0.42485812046192456}",25,11,10.955477046040537,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.2, 'e': 0.4240092533710473}",20,7,-20.654894649254437,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
430,False,"{'a': 0.2, 'e': 0.4231620823177488}",20,14,-2.2731772774889665,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
431,False,"{'a': 0.2, 'e': 0.42231660391334386}",20,0,5.285655652576311,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
432,False,"{'a': 0.2, 'e': 0.42147281477591764}",25,3,-43.98572979189883,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
433,False,"{'a': 0.2, 'e': 0.42063071153031245}",30,0,2.4920836292164408,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
434,False,"{'a': 0.2, 'e': 0.41979029080811425}",30,9,-48.726838105511305,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 2}",1
435,False,"{'a': 0.2, 'e': 0.418951549247639}",25,4,-31.060481770823362,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 1}",1
436,False,"{'a': 0.2, 'e': 0.41811448349391933}",25,11,-3.563707273868167,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
437,False,"{'a': 0.2, 'e': 0.41727909019869114}",30,6,-65.67175348616398,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 2}",1
438,False,"{'a': 0.2, 'e': 0.41644536602038007}",20,2,-68.57563558842777,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
439,False,"{'a': 0.2, 'e': 0.4156133076240884}",25,15,20.495066784378515,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.2, 'e': 0.4147829116815814}",25,0,-72.99864251150241,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
441,False,"{'a': 0.2, 'e': 0.4139541748712741}",20,0,-91.38764357725692,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
442,False,"{'a': 0.2, 'e': 0.4131270938782182}",20,8,-21.017549226280263,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
443,False,"{'a': 0.2, 'e': 0.41230166539408875}",20,9,-2.4889809136146006,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
444,False,"{'a': 0.2, 'e': 0.41147788611717057}",30,0,-25.545373107917374,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
445,False,"{'a': 0.2, 'e': 0.4106557527523455}",25,0,-1.391867374855484,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
446,False,"{'a': 0.2, 'e': 0.40983526201107895}",20,12,-24.666747557236064,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
447,False,"{'a': 0.2, 'e': 0.4090164106114069}",20,14,0.7894954861097496,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
448,False,"{'a': 0.2, 'e': 0.4081991952779227}",20,10,-2.605848768480237,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
449,False,"{'a': 0.2, 'e': 0.4073836127417638}",20,12,3.5322708761272548,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
450,False,"{'a': 0.2, 'e': 0.4065696597405991}",20,1,-1.0081058501159221,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
451,False,"{'a': 0.2, 'e': 0.40575733301861544}",25,13,-31.62245033184173,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
452,False,"{'a': 0.2, 'e': 0.4049466293265049}",30,0,-57.29546102800339,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",1
453,False,"{'a': 0.2, 'e': 0.4041375454214515}",20,9,-20.191136652823115,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
454,False,"{'a': 0.2, 'e': 0.40333007806711874}",30,13,-17.64203431459557,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
455,False,"{'a': 0.2, 'e': 0.40252422403363597}",20,13,13.835884117028952,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.2, 'e': 0.401719980097586}",25,0,-36.937644951263216,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
457,False,"{'a': 0.2, 'e': 0.4009173430419921}",35,0,-52.67973394824607,"{0: 29, 1: 1, 2: 3, 3: 1, 4: 1}",0
458,False,"{'a': 0.2, 'e': 0.40011630965630496}",20,9,-12.429837630216861,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
459,False,"{'a': 0.2, 'e': 0.3993168767363899}",20,0,-22.495156300738838,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
460,False,"{'a': 0.2, 'e': 0.39851904108451414}",20,13,4.864761758128971,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
461,False,"{'a': 0.2, 'e': 0.39772279950933415}",25,0,-22.97408234246523,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
462,False,"{'a': 0.2, 'e': 0.39692814882588245}",20,5,-62.24206853043148,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
463,False,"{'a': 0.2, 'e': 0.39613508585555535}",20,4,-22.64642746650552,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
464,False,"{'a': 0.2, 'e': 0.3953436074260998}",20,8,-37.59802326431232,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
465,False,"{'a': 0.2, 'e': 0.3945537103716011}",30,16,-66.87087396528327,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
466,False,"{'a': 0.2, 'e': 0.39376539153247}",20,10,-2.106345085773585,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
467,False,"{'a': 0.2, 'e': 0.39297864775542996}",30,22,11.757672700675304,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.2, 'e': 0.39219347589350495}",30,2,-15.999961875518133,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 0}",1
469,False,"{'a': 0.2, 'e': 0.3914098728060065}",20,0,-34.589050291612146,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
470,False,"{'a': 0.2, 'e': 0.3906278353585211}",30,0,-96.54594776083513,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 2}",0
471,False,"{'a': 0.2, 'e': 0.38984736042289797}",25,14,-36.50704197471992,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
472,False,"{'a': 0.2, 'e': 0.3890684448772363}",20,6,6.2473132904459625,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
473,False,"{'a': 0.2, 'e': 0.38829108560587294}",20,11,17.593940099718687,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.2, 'e': 0.3875152794993697}",25,0,-19.794322728847238,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
475,False,"{'a': 0.2, 'e': 0.3867410234545012}",30,0,-17.737775911562156,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
476,False,"{'a': 0.2, 'e': 0.3859683143742421}",25,6,-49.72439479374402,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
477,False,"{'a': 0.2, 'e': 0.38519714916775516}",25,10,-3.3840274095424023,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
478,False,"{'a': 0.2, 'e': 0.3844275247503785}",20,5,23.718630245165446,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.2, 'e': 0.38365943804361335}",25,0,30.03431675113566,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
480,False,"{'a': 0.2, 'e': 0.38289288597511206}",20,8,19.97666385006416,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.2, 'e': 0.38212786547866506}",20,10,17.74429698955411,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.2, 'e': 0.38136437349418956}",20,2,-56.80584144039744,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
483,False,"{'a': 0.2, 'e': 0.38060240696771647}",25,2,24.37995711830397,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
484,False,"{'a': 0.2, 'e': 0.3798419628513787}",30,14,1.6970597212371386,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
485,False,"{'a': 0.2, 'e': 0.37908303810339883}",35,24,-40.99742155744541,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
486,False,"{'a': 0.2, 'e': 0.3783256296880768}",20,13,13.834474851552699,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.2, 'e': 0.37756973457577797}",30,13,-38.33009028599105,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
488,False,"{'a': 0.2, 'e': 0.37681534974292086}",20,8,1.8711056092653915,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
489,False,"{'a': 0.2, 'e': 0.37606247217196515}",25,13,20.710433713558324,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.2, 'e': 0.37531109885139957}",20,6,6.568782469098401,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
491,False,"{'a': 0.2, 'e': 0.3745612267757298}",30,19,20.30313257909833,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.2, 'e': 0.3738128529454665}",35,13,-5.1588271249969955,"{0: 20, 1: 0, 2: 0, 3: 2, 4: 0}",1
493,False,"{'a': 0.2, 'e': 0.3730659743671134}",25,12,-44.67462379979754,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
494,False,"{'a': 0.2, 'e': 0.3723205880531552}",30,17,-19.16329612496926,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
495,False,"{'a': 0.2, 'e': 0.3715766910220457}",25,11,1.6053127966598275,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
496,False,"{'a': 0.2, 'e': 0.37083428029819565}",20,2,-21.068281155092684,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
497,False,"{'a': 0.2, 'e': 0.37009335291196127}",20,11,5.837474719091351,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
498,False,"{'a': 0.2, 'e': 0.369353905899632}",25,0,13.522358159049299,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
499,False,"{'a': 0.2, 'e': 0.3686159363034188}",30,0,-50.74647803647194,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 2}",0
500,False,"{'a': 0.2, 'e': 0.36787944117144233}",25,0,15.931409802825858,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
501,False,"{'a': 0.2, 'e': 0.36714441755772104}",20,0,-28.776811249559785,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
502,False,"{'a': 0.2, 'e': 0.3664108625221595}",25,20,12.382252063054695,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.2, 'e': 0.36567877313053654}",20,0,-66.2781351195127,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
504,False,"{'a': 0.2, 'e': 0.36494814645449375}",20,0,20.440356150809507,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
505,False,"{'a': 0.2, 'e': 0.3642189795715233}",25,0,16.185548221253477,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
506,False,"{'a': 0.2, 'e': 0.3634912695649568}",25,17,3.7376780581181164,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
507,False,"{'a': 0.2, 'e': 0.36276501352395324}",25,0,-42.20059805203983,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
508,False,"{'a': 0.2, 'e': 0.36204020854348745}",25,0,-95.57148509188197,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
509,False,"{'a': 0.2, 'e': 0.36131685172433853}",30,20,15.536709164632349,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.2, 'e': 0.3605949401730783}",25,0,-50.21052090953865,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
511,False,"{'a': 0.2, 'e': 0.35987447100205955}",20,12,12.886577119025091,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.2, 'e': 0.3591554413294046}",25,0,-8.161610412946672,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
513,False,"{'a': 0.2, 'e': 0.3584378482789939}",30,15,26.32541016632166,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.2, 'e': 0.3577216889804542}",20,2,-1.7046416957831645,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
515,False,"{'a': 0.2, 'e': 0.3570069605691474}",20,12,-1.1101149011655886,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
516,False,"{'a': 0.2, 'e': 0.3562936601861588}",30,14,15.378750247786401,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.2, 'e': 0.35558178497828613}",20,2,-63.10232323034444,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
518,False,"{'a': 0.2, 'e': 0.3548713320980274}",20,14,0.01993810931532325,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
519,False,"{'a': 0.2, 'e': 0.35416229870357024}",25,5,-52.782703366055415,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
520,False,"{'a': 0.2, 'e': 0.35345468195878016}",25,11,20.363883161405433,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.2, 'e': 0.3527484790331891}",20,0,-5.939298808254396,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
522,False,"{'a': 0.2, 'e': 0.3520436871019846}",20,8,9.116465132202569,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
523,False,"{'a': 0.2, 'e': 0.3513403033459978}",25,20,6.995819436657143,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.2, 'e': 0.35063832495169295}",25,4,-67.97496121117763,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 1}",1
525,False,"{'a': 0.2, 'e': 0.3499377491111553}",25,2,-17.599824899384718,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 0}",1
526,False,"{'a': 0.2, 'e': 0.3492385730220808}",20,0,-19.193701834383155,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
527,False,"{'a': 0.2, 'e': 0.348540793887764}",20,0,29.582042193303877,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
528,False,"{'a': 0.2, 'e': 0.3478444089170874}",35,17,-45.01380490757224,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 0}",1
529,False,"{'a': 0.2, 'e': 0.3471494153245103}",30,13,3.288522479880318,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
530,False,"{'a': 0.2, 'e': 0.3464558103300574}",20,11,6.800354333197655,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
531,False,"{'a': 0.2, 'e': 0.34576359115930777}",20,12,2.6786780032700257,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
532,False,"{'a': 0.2, 'e': 0.34507275504338375}",20,0,-27.447466754094613,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
533,False,"{'a': 0.2, 'e': 0.34438329921894}",20,9,-13.615483839918225,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
534,False,"{'a': 0.2, 'e': 0.34369522092815236}",20,8,-34.708283481403626,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
535,False,"{'a': 0.2, 'e': 0.34300851741870664}",25,0,-12.677659580717824,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
536,False,"{'a': 0.2, 'e': 0.34232318594378797}",30,1,-26.74184778684105,"{0: 26, 1: 0, 2: 1, 3: 1, 4: 1}",1
537,False,"{'a': 0.2, 'e': 0.34163922376206945}",35,13,-51.46637421148425,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 0}",1
538,False,"{'a': 0.2, 'e': 0.34095662813770156}",25,19,8.570619452246273,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.2, 'e': 0.3402753963403008}",25,7,22.92613259710047,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.2, 'e': 0.3395955256449391}",30,17,-1.0039158292995667,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
541,False,"{'a': 0.2, 'e': 0.3389170133321328}",20,11,-50.532873703759456,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 1}",1
542,False,"{'a': 0.2, 'e': 0.3382398566878317}",25,19,11.953636890146125,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.2, 'e': 0.33756405300340836}",25,9,-34.572805951317925,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
544,False,"{'a': 0.2, 'e': 0.33688959957564707}",20,16,9.589848756345956,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.2, 'e': 0.33621649370673334}",25,17,-37.79819860595466,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
546,False,"{'a': 0.2, 'e': 0.3355447327042427}",25,0,27.756550872395273,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
547,False,"{'a': 0.2, 'e': 0.3348743138811302}",30,17,11.842345958429735,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
548,False,"{'a': 0.2, 'e': 0.33420523455571977}",20,10,-38.491703380100006,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
549,False,"{'a': 0.2, 'e': 0.3335374920516932}",20,14,-0.47919972543732836,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
550,False,"{'a': 0.2, 'e': 0.33287108369807955}",25,13,-25.737085728820954,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
551,False,"{'a': 0.2, 'e': 0.33220600682924445}",25,0,33.352556396068216,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
